id,title,org,gov_est_price,bid_won_price,percentage
2022_PWD_59748_1,C/o road from Kandha Nallha to Bijahi road Km. 0/0 to 0/500,PWD,1673530.0,1756370.0,4.95
2022_PWD_59699_1,NA,PWD,2681448.0,2518936.0,-6.061
2022_PWD_59642_1,Construction of Khauli to Reshan road in Km. 0/0 to 6/0,PWD,1817942.0,1781583.0,-2.0
2022_PWD_59578_1,C/o 10.00 mtr. span Bridge over Wah Nallah in Gadiara Suri road at RD 0/750,PWD,1172439.0,1812011.0,54.551
2022_PWD_59577_1,construction of 19.75 mtrs span single lane RCC T-beambridge on Kholugad Rurtan road Km. 0/0 to 2/800,PWD,4894465.0,5104927.0,4.3
2022_PWD_58687_1,NA,PWD,937343.0,963700.0,2.812
2022_PWD_57813_1,PEROODIC RENEWAL ON SDWAN KALESHWAR ROAD SH P.L 30MM THICK BITUMINOUS CONCRETE IN KM 4.0 TO 5.0 VR 0063113a405 RURAL ROAD,PWD,995201.0,2375640.0,138.71
2022_PWD_57637_1,Construction of link road from Bhaloh to Bhalola on Takka Dathwara road Abadi Jhingra i/c 4Nos. Bridges,PWD,17173930.0,14415953.0,-16.059
2022_PWD_57460_20,NA,PWD,3718240.0,3743999.0,0.693
2022_PWD_57250_1,Construction of link road Gadiara Lahru via Village Baluhi Km 0/0 to 4/170.,PWD,909186.0,1179707.0,29.754
2022_PWD_56641_1,Construction of link road Morla to Ghadoral road Km 0/0 to 1/500,PWD,841991.0,1371426.0,62.879
2022_PWD_56625_1,Construction of Bridge on Silh to Dodru road over Dodru Nallah(Chho),PWD,7294955.0,9291529.0,27.369
2022_PWD_55776_2,Construction of Bridge over Chor Nallah on link road Nagrota Bagwan to Dhauladhar Colony Industrial Area road in Distt Kangra (HP). (SH-Balance work of extension of 10.37 mtr. Span RCC Bridge over Chor Nallah at RD 0/250 (Deposit work).,PWD,3502950.0,2877707.0,-17.849
2022_MC_63595_3,Construction of Road from royal regency Hotel to Indernagar top R D 0 0 to 0 300) in ward No 20 (SH Construction of Retaining wall M S Channel railing and stone soiling etc) in ward No 20 Director U D,Municipal Corporation Shimla,3815127.0,2782005.0,-27.08
2022_HPIPH_65714_1,"Annual operation of various LWSS under JSV Sub Division, Fatehpur","HP Irrigation and Public Health||Nurpur Circle,Irrigation and Public Health,HP||Fatehpur-Irrigation and Public Health-HP",777600.0,518400.0,-33.333
